"","Format","Format label","from bio.tools","from bio.tools label","is_format_of","is_format_of label","parent","parent label"
"155","http://edamontology.org/format_1983","debug",NA,NA,NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"156","http://edamontology.org/format_1984","FASTA-aln","http://edamontology.org/data_0863|http://edamontology.org/data_1383|http://edamontology.org/data_1384","Sequence alignment|Sequence alignment (nucleic acid)|Sequence alignment (protein)",NA,NA,"http://edamontology.org/format_2200|http://edamontology.org/format_2554","FASTA-like (text)|Alignment format (text)"
"157","http://edamontology.org/format_1985","markx0",NA,NA,NA,NA,"http://edamontology.org/format_2922","markx0 variant"
"158","http://edamontology.org/format_1986","markx1",NA,NA,NA,NA,"http://edamontology.org/format_2922","markx0 variant"
"159","http://edamontology.org/format_1987","markx10",NA,NA,NA,NA,"http://edamontology.org/format_2922","markx0 variant"
"160","http://edamontology.org/format_1988","markx2",NA,NA,NA,NA,"http://edamontology.org/format_2922","markx0 variant"
"161","http://edamontology.org/format_1989","markx3",NA,NA,NA,NA,"http://edamontology.org/format_2922","markx0 variant"
"162","http://edamontology.org/format_1990","match",NA,NA,NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"163","http://edamontology.org/format_1991","mega",NA,NA,NA,NA,"http://edamontology.org/format_2923","mega variant"
"164","http://edamontology.org/format_1992","meganon",NA,NA,NA,NA,"http://edamontology.org/format_2923","mega variant"
"165","http://edamontology.org/format_1996","pair",NA,NA,NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"166","http://edamontology.org/format_1997","PHYLIP format","http://edamontology.org/data_0850|http://edamontology.org/data_2044","Sequence set|Sequence",NA,NA,"http://edamontology.org/format_2924","Phylip format variant"
"167","http://edamontology.org/format_1998","PHYLIP sequential",NA,NA,NA,NA,"http://edamontology.org/format_2924","Phylip format variant"
"168","http://edamontology.org/format_1999","scores format","http://edamontology.org/data_1539|http://edamontology.org/data_1772","Protein structural quality report|Score",NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"169","http://edamontology.org/format_2000","selex",NA,NA,NA,NA,"http://edamontology.org/format_2554|http://edamontology.org/format_2551","Alignment format (text)|Sequence record format (text)"
"170","http://edamontology.org/format_2001","EMBOSS simple format",NA,NA,NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"171","http://edamontology.org/format_2002","srs format",NA,NA,NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"172","http://edamontology.org/format_2003","srspair",NA,NA,NA,NA,"http://edamontology.org/format_2920","Alignment format (pair only)"
"173","http://edamontology.org/format_2004","T-Coffee format",NA,NA,NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"174","http://edamontology.org/format_2005","TreeCon-seq",NA,NA,NA,NA,"http://edamontology.org/format_2554|http://edamontology.org/format_2551","Alignment format (text)|Sequence record format (text)"
"175","http://edamontology.org/format_2006","Phylogenetic tree format","http://edamontology.org/data_0872","Phylogenetic tree","http://edamontology.org/data_0872","Phylogenetic tree","http://edamontology.org/format_2350","Format (by type of data)"
"176","http://edamontology.org/format_2013","Biological pathway or network format","http://edamontology.org/data_2600|http://edamontology.org/data_2603|http://edamontology.org/data_3112","Pathway or network|Expression data|Gene expression matrix","http://edamontology.org/data_2600","Pathway or network","http://edamontology.org/format_2350","Format (by type of data)"
"177","http://edamontology.org/format_2014","Sequence-profile alignment format",NA,NA,"http://edamontology.org/data_0869","Sequence-profile alignment","http://edamontology.org/format_2350","Format (by type of data)"
"178","http://edamontology.org/format_2017","Amino acid index format",NA,NA,"http://edamontology.org/data_1501","Amino acid index","http://edamontology.org/format_3033","Matrix format"
"179","http://edamontology.org/format_2020","Article format","http://edamontology.org/data_0582|http://edamontology.org/data_1187","Ontology|PubMed ID","http://edamontology.org/data_0971","Article","http://edamontology.org/format_2350","Format (by type of data)"
"180","http://edamontology.org/format_2021","Text mining report format",NA,NA,"http://edamontology.org/data_0972","Text mining report","http://edamontology.org/format_2350","Format (by type of data)"
"181","http://edamontology.org/format_2027","Enzyme kinetics report format",NA,NA,"http://edamontology.org/data_2024","Enzyme kinetics data","http://edamontology.org/format_2350","Format (by type of data)"
"182","http://edamontology.org/format_2030","Chemical data format",NA,NA,"http://edamontology.org/data_0962","Small molecule report","http://edamontology.org/format_2350","Format (by type of data)"
"183","http://edamontology.org/format_2031","Gene annotation format","http://edamontology.org/data_1276|http://edamontology.org/data_2717","Nucleic acid features|Oligonucleotide probe annotation","http://edamontology.org/data_0916","Gene report","http://edamontology.org/format_2350","Format (by type of data)"
"184","http://edamontology.org/format_2032","Workflow format","http://edamontology.org/data_2603|http://edamontology.org/data_2048|http://edamontology.org/data_0889|http://edamontology.org/data_1713|http://edamontology.org/data_1234|http://edamontology.org/data_0867|http://edamontology.org/data_0949|http://edamontology.org/data_0950","Expression data|Report|Structural profile|Fate map|Sequence set (nucleic acid)|Sequence alignment report|Workflow metadata|Mathematical model",NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"185","http://edamontology.org/format_2033","Tertiary structure format","http://edamontology.org/data_2044|http://edamontology.org/data_1463|http://edamontology.org/data_0883","Sequence|Small molecule structure|Structure",NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"186","http://edamontology.org/format_2035","Chemical formula format","http://edamontology.org/data_1463","Small molecule structure","http://edamontology.org/data_0846","Chemical formula","http://edamontology.org/format_2350","Format (by type of data)"
"187","http://edamontology.org/format_2036","Phylogenetic character data format",NA,NA,"http://edamontology.org/data_0871","Phylogenetic character data","http://edamontology.org/format_2350","Format (by type of data)"
"188","http://edamontology.org/format_2037","Phylogenetic continuous quantitative character format",NA,NA,"http://edamontology.org/data_1426","Phylogenetic continuous quantitative data","http://edamontology.org/format_2036","Phylogenetic character data format"
"189","http://edamontology.org/format_2038","Phylogenetic discrete states format",NA,NA,"http://edamontology.org/data_1427","Phylogenetic discrete data","http://edamontology.org/format_2036","Phylogenetic character data format"
"190","http://edamontology.org/format_2039","Phylogenetic tree report (cliques) format",NA,NA,"http://edamontology.org/data_1428","Phylogenetic character cliques","http://edamontology.org/format_2036","Phylogenetic character data format"
"191","http://edamontology.org/format_2040","Phylogenetic tree report (invariants) format",NA,NA,"http://edamontology.org/data_1429","Phylogenetic invariants","http://edamontology.org/format_2036","Phylogenetic character data format"
"192","http://edamontology.org/format_2049","Phylogenetic tree report (tree distances) format",NA,NA,"http://edamontology.org/data_1442","Phylogenetic tree distances","http://edamontology.org/format_2350","Format (by type of data)"
"193","http://edamontology.org/format_2052","Protein family report format",NA,NA,"http://edamontology.org/data_0907","Protein family report","http://edamontology.org/format_2350","Format (by type of data)"
"194","http://edamontology.org/format_2054","Protein interaction format","http://edamontology.org/data_1566","Protein-ligand interaction report","http://edamontology.org/data_0906","Protein interaction data","http://edamontology.org/format_2350","Format (by type of data)"
"195","http://edamontology.org/format_2055","Sequence assembly format","http://edamontology.org/data_2977","Nucleic acid sequence","http://edamontology.org/data_0925","Sequence assembly","http://edamontology.org/format_2350","Format (by type of data)"
"196","http://edamontology.org/format_2056","Microarray experiment data format","http://edamontology.org/data_3111|http://edamontology.org/data_3110|http://edamontology.org/data_3117|http://edamontology.org/data_3112|http://edamontology.org/data_0928","Processed microarray data|Raw microarray data|Microarray hybridisation data|Gene expression matrix|Gene expression profile",NA,NA,"http://edamontology.org/format_3167","Experiment annotation format"
"197","http://edamontology.org/format_2057","Sequence trace format",NA,NA,"http://edamontology.org/data_0924","Sequence trace","http://edamontology.org/format_1919","Sequence record format"
"198","http://edamontology.org/format_2058","Gene expression report format","http://edamontology.org/data_0928|http://edamontology.org/data_2603|http://edamontology.org/data_3768|http://edamontology.org/data_3112|http://edamontology.org/data_3117","Gene expression profile|Expression data|Clustered expression profiles|Gene expression matrix|Microarray hybridisation data","http://edamontology.org/data_2603","Expression data","http://edamontology.org/format_2350","Format (by type of data)"
"199","http://edamontology.org/format_2060","Map format","http://edamontology.org/data_1279|http://edamontology.org/data_1636|http://edamontology.org/data_2080|http://edamontology.org/data_2600|http://edamontology.org/data_0928|http://edamontology.org/data_2082|http://edamontology.org/data_1274","Sequence map|Heat map|Database search results|Pathway or network|Gene expression profile|Matrix|Map","http://edamontology.org/data_1274","Map","http://edamontology.org/format_2350","Format (by type of data)"
"200","http://edamontology.org/format_2061","Nucleic acid features (primers) format",NA,NA,NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"201","http://edamontology.org/format_2062","Protein report format","http://edamontology.org/data_2080|http://edamontology.org/data_1276","Database search results|Nucleic acid features","http://edamontology.org/data_0896","Protein report","http://edamontology.org/format_2350","Format (by type of data)"
"202","http://edamontology.org/format_2064","3D-1D scoring matrix format",NA,NA,"http://edamontology.org/data_1499","3D-1D scoring matrix","http://edamontology.org/format_3033","Matrix format"
"203","http://edamontology.org/format_2065","Protein structure report (quality evaluation) format","http://edamontology.org/data_1460|http://edamontology.org/data_1127","Protein structure|PDB ID","http://edamontology.org/data_1539","Protein structural quality report","http://edamontology.org/format_2350","Format (by type of data)"
"204","http://edamontology.org/format_2066","Database hits (sequence) format","http://edamontology.org/data_0857|http://edamontology.org/data_2080","Sequence search results|Database search results","http://edamontology.org/data_0857","Sequence search results","http://edamontology.org/format_2350","Format (by type of data)"
"205","http://edamontology.org/format_2067","Sequence distance matrix format","http://edamontology.org/data_2589","Hierarchy","http://edamontology.org/data_0870","Sequence distance matrix","http://edamontology.org/format_2350","Format (by type of data)"
"206","http://edamontology.org/format_2068","Sequence motif format","http://edamontology.org/data_2070","Sequence motif (nucleic acid)","http://edamontology.org/data_1353","Sequence motif","http://edamontology.org/format_2350","Format (by type of data)"
"207","http://edamontology.org/format_2069","Sequence profile format","http://edamontology.org/data_2854","Position-specific scoring matrix","http://edamontology.org/data_1354","Sequence profile","http://edamontology.org/format_2350","Format (by type of data)"
"208","http://edamontology.org/format_2072","Hidden Markov model format",NA,NA,"http://edamontology.org/data_1364","Hidden Markov model","http://edamontology.org/format_2069","Sequence profile format"
"209","http://edamontology.org/format_2074","Dirichlet distribution format",NA,NA,"http://edamontology.org/data_1347","Dirichlet distribution","http://edamontology.org/format_2350","Format (by type of data)"
"210","http://edamontology.org/format_2075","HMM emission and transition counts format",NA,NA,"http://edamontology.org/data_3354|http://edamontology.org/data_3355","Transition matrix|Emission matrix","http://edamontology.org/format_2350","Format (by type of data)"
"211","http://edamontology.org/format_2076","RNA secondary structure format","http://edamontology.org/data_1708","RNA secondary structure image","http://edamontology.org/data_0880","RNA secondary structure","http://edamontology.org/format_2350","Format (by type of data)"
"212","http://edamontology.org/format_2077","Protein secondary structure format",NA,NA,NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"213","http://edamontology.org/format_2078","Sequence range format","http://edamontology.org/data_1017|http://edamontology.org/data_3495|http://edamontology.org/data_2884|http://edamontology.org/data_2012","Sequence range|RNA sequence|Plot|Sequence coordinates","http://edamontology.org/data_1017","Sequence range","http://edamontology.org/format_2350","Format (by type of data)"
"214","http://edamontology.org/format_2094","pure",NA,NA,NA,NA,"http://edamontology.org/format_2571","Raw sequence format"
"215","http://edamontology.org/format_2095","unpure",NA,NA,NA,NA,"http://edamontology.org/format_2571","Raw sequence format"
"216","http://edamontology.org/format_2096","unambiguous sequence",NA,NA,NA,NA,"http://edamontology.org/format_2571","Raw sequence format"
"217","http://edamontology.org/format_2097","ambiguous",NA,NA,NA,NA,"http://edamontology.org/format_2571","Raw sequence format"
"218","http://edamontology.org/format_2155","Sequence features (repeats) format",NA,NA,NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"219","http://edamontology.org/format_2158","Nucleic acid features (restriction sites) format",NA,NA,NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"220","http://edamontology.org/format_2170","Sequence cluster format",NA,NA,"http://edamontology.org/data_1235","Sequence cluster","http://edamontology.org/format_2350","Format (by type of data)"
"221","http://edamontology.org/format_2171","Sequence cluster format (protein)",NA,NA,NA,NA,"http://edamontology.org/format_2170","Sequence cluster format"
"222","http://edamontology.org/format_2172","Sequence cluster format (nucleic acid)",NA,NA,NA,NA,"http://edamontology.org/format_2170","Sequence cluster format"
"223","http://edamontology.org/format_2181","EMBL-like (text)",NA,NA,NA,NA,"http://edamontology.org/format_2543","EMBL-like format"
"224","http://edamontology.org/format_2182","FASTQ-like format (text)","http://edamontology.org/data_3495|http://edamontology.org/data_3497|http://edamontology.org/data_1193|http://edamontology.org/data_2977|http://edamontology.org/data_2975|http://edamontology.org/data_1050|http://edamontology.org/data_0848|http://edamontology.org/data_2044","RNA sequence|DNA sequence (raw)|Tool name (FASTA)|Nucleic acid sequence|Nucleic acid sequence (raw)|File name|Raw sequence|Sequence",NA,NA,"http://edamontology.org/format_2545","FASTQ-like format"
"225","http://edamontology.org/format_2183","EMBLXML",NA,NA,NA,NA,"http://edamontology.org/format_2204","EMBL format (XML)"
"226","http://edamontology.org/format_2184","cdsxml",NA,NA,NA,NA,"http://edamontology.org/format_2204","EMBL format (XML)"
"227","http://edamontology.org/format_2185","insdxml",NA,NA,NA,NA,"http://edamontology.org/format_2204","EMBL format (XML)"
"228","http://edamontology.org/format_2186","geneseq",NA,NA,NA,NA,"http://edamontology.org/format_2181","EMBL-like (text)"
"229","http://edamontology.org/format_2187","UniProt-like (text)","http://edamontology.org/data_2975","Nucleic acid sequence (raw)",NA,NA,"http://edamontology.org/format_2547","uniprotkb-like format"
"230","http://edamontology.org/format_2194","medline",NA,NA,NA,NA,"http://edamontology.org/format_2020","Article format"
"231","http://edamontology.org/format_2195","Ontology format","http://edamontology.org/data_0582|http://edamontology.org/data_2295|http://edamontology.org/data_3509|http://edamontology.org/data_1276","Ontology|Gene ID|Ontology mapping|Nucleic acid features","http://edamontology.org/data_0582","Ontology","http://edamontology.org/format_2350","Format (by type of data)"
"232","http://edamontology.org/format_2196","OBO format","http://edamontology.org/data_0582","Ontology",NA,NA,"http://edamontology.org/format_2195","Ontology format"
"233","http://edamontology.org/format_2197","OWL format","http://edamontology.org/data_3494","DNA sequence",NA,NA,"http://edamontology.org/format_2195","Ontology format"
"234","http://edamontology.org/format_2200","FASTA-like (text)","http://edamontology.org/data_2975|http://edamontology.org/data_3671|http://edamontology.org/data_2974|http://edamontology.org/data_0924|http://edamontology.org/data_0849|http://edamontology.org/data_2526|http://edamontology.org/data_2854|http://edamontology.org/data_2976|http://edamontology.org/data_2354|http://edamontology.org/data_1246|http://edamontology.org/data_2977|http://edamontology.org/data_2044|http://edamontology.org/data_0886|http://edamontology.org/data_3495|http://edamontology.org/data_2886|http://edamontology.org/data_0863","Nucleic acid sequence (raw)|Text|Protein sequence (raw)|Sequence trace|Sequence record|Text data|Position-specific scoring matrix|Protein sequence|RNA family report|Sequence cluster (nucleic acid)|Nucleic acid sequence|Sequence|Structure alignment|RNA sequence|Protein sequence record|Sequence alignment",NA,NA,"http://edamontology.org/format_2546","FASTA-like"
"235","http://edamontology.org/format_2204","EMBL format (XML)",NA,NA,NA,NA,"http://edamontology.org/format_2558","EMBL-like (XML)"
"236","http://edamontology.org/format_2205","GenBank-like format (text)",NA,NA,NA,NA,"http://edamontology.org/format_2559","GenBank-like format"
"237","http://edamontology.org/format_2206","Sequence feature table format (text)","http://edamontology.org/data_2538|http://edamontology.org/data_2887|http://edamontology.org/data_1270|http://edamontology.org/data_1383","Mutation identifier|Nucleic acid sequence record|Feature table|Sequence alignment (nucleic acid)",NA,NA,"http://edamontology.org/format_2548","Sequence feature table format"
"238","http://edamontology.org/format_2304","STRING entry format (XML)",NA,NA,NA,NA,"http://edamontology.org/format_2054","Protein interaction format"
"239","http://edamontology.org/format_2305","GFF","http://edamontology.org/data_1255|http://edamontology.org/data_1277|http://edamontology.org/data_2955|http://edamontology.org/data_3002|http://edamontology.org/data_1270|http://edamontology.org/data_1274|http://edamontology.org/data_2012|http://edamontology.org/data_0006|http://edamontology.org/data_0916|http://edamontology.org/data_3134|http://edamontology.org/data_2530","Sequence features|Protein features|Sequence report|Annotation track|Feature table|Map|Sequence coordinates|Data|Gene report|Gene transcript report|Organism report",NA,NA,"http://edamontology.org/format_2206","Sequence feature table format (text)"
"240","http://edamontology.org/format_2306","GTF","http://edamontology.org/data_3181|http://edamontology.org/data_3002|http://edamontology.org/data_1255|http://edamontology.org/data_0006|http://edamontology.org/data_1276|http://edamontology.org/data_3134|http://edamontology.org/data_1383|http://edamontology.org/data_0863|http://edamontology.org/data_1270|http://edamontology.org/data_2295|http://edamontology.org/data_2769|http://edamontology.org/data_0916","Sequence assembly report|Annotation track|Sequence features|Data|Nucleic acid features|Gene transcript report|Sequence alignment (nucleic acid)|Sequence alignment|Feature table|Gene ID|Transcript ID|Gene report",NA,NA,"http://edamontology.org/format_2305","GFF"
"241","http://edamontology.org/format_2310","FASTA-HTML","http://edamontology.org/data_0849|http://edamontology.org/data_0857","Sequence record|Sequence search results",NA,NA,"http://edamontology.org/format_2546","FASTA-like"
"242","http://edamontology.org/format_2311","EMBL-HTML",NA,NA,NA,NA,"http://edamontology.org/format_2543","EMBL-like format"
"243","http://edamontology.org/format_2330","Textual format","http://edamontology.org/data_2082|http://edamontology.org/data_0968|http://edamontology.org/data_2872|http://edamontology.org/data_1017|http://edamontology.org/data_2603|http://edamontology.org/data_3668|http://edamontology.org/data_1153|http://edamontology.org/data_1772|http://edamontology.org/data_1277|http://edamontology.org/data_2974|http://edamontology.org/data_1027|http://edamontology.org/data_1463|http://edamontology.org/data_3115|http://edamontology.org/data_2878|http://edamontology.org/data_3498|http://edamontology.org/data_0897|http://edamontology.org/data_3497|http://edamontology.org/data_2955|http://edamontology.org/data_0950|http://edamontology.org/data_2042|http://edamontology.org/data_2531|http://edamontology.org/data_1025|http://edamontology.org/data_0920|http://edamontology.org/data_3108|http://edamontology.org/data_3028|http://edamontology.org/data_2044|http://edamontology.org/data_1869|http://edamontology.org/data_2048|http://edamontology.org/data_0905|http://edamontology.org/data_0976|http://edamontology.org/data_1917|http://edamontology.org/data_1048|http://edamontology.org/data_2526|http://edamontology.org/data_3112|http://edamontology.org/data_2600|http://edamontology.org/data_1176|http://edamontology.org/data_1138|http://edamontology.org/data_1127|http://edamontology.org/data_0982|http://edamontology.org/data_1179|http://edamontology.org/data_0971|http://edamontology.org/data_0874|http://edamontology.org/data_1566|http://edamontology.org/data_0842|http://edamontology.org/data_3768|http://edamontology.org/data_0006|http://edamontology.org/data_0889|http://edamontology.org/data_2299|http://edamontology.org/data_1033|http://edamontology.org/data_1506|http://edamontology.org/data_2979|http://edamontology.org/data_1255|http://edamontology.org/data_0857|http://edamontology.org/data_1353|http://edamontology.org/data_0951|http://edamontology.org/data_0869|http://edamontology.org/data_2080|http://edamontology.org/data_2523|http://edamontology.org/data_0850|http://edamontology.org/data_1669|http://edamontology.org/data_3021|http://edamontology.org/data_2976|http://edamontology.org/data_1270|http://edamontology.org/data_2536|http://edamontology.org/data_0943|http://edamontology.org/data_2193|http://edamontology.org/data_2093|http://edamontology.org/data_1528|http://edamontology.org/data_0916|http://edamontology.org/data_1622|http://edamontology.org/data_2755|http://edamontology.org/data_2295|http://edamontology.org/data_0880|http://edamontology.org/data_1383|http://edamontology.org/data_2012|http://edamontology.org/data_0928|http://edamontology.org/data_2884|http://edamontology.org/data_1093|http://edamontology.org/data_0963|http://edamontology.org/data_3722|http://edamontology.org/data_3117|http://edamontology.org/data_3110|http://edamontology.org/data_1045|http://edamontology.org/data_3509|http://edamontology.org/data_0582|http://edamontology.org/data_1276|http://edamontology.org/data_2711|http://edamontology.org/data_1050|http://edamontology.org/data_0987|http://edamontology.org/data_2291|http://edamontology.org/data_1904|http://edamontology.org/data_0849|http://edamontology.org/data_2887|http://edamontology.org/data_0993|http://edamontology.org/data_0990|http://edamontology.org/data_3002|http://edamontology.org/data_3113|http://edamontology.org/data_3236|http://edamontology.org/data_3273|http://edamontology.org/data_0958|http://edamontology.org/data_2084|http://edamontology.org/data_2091|http://edamontology.org/data_1537|http://edamontology.org/data_0896|http://edamontology.org/data_0863|http://edamontology.org/data_2070|http://edamontology.org/data_2749|http://edamontology.org/data_1893|http://edamontology.org/data_1246|http://edamontology.org/data_1235|http://edamontology.org/data_2958|http://edamontology.org/data_3494|http://edamontology.org/data_1916|http://edamontology.org/data_2087|http://edamontology.org/data_0957|http://edamontology.org/data_1063|http://edamontology.org/data_1427|http://edamontology.org/data_2907|http://edamontology.org/data_1384|http://edamontology.org/data_1238|http://edamontology.org/data_0906|http://edamontology.org/data_1460|http://edamontology.org/data_0858|http://edamontology.org/data_0945|http://edamontology.org/data_3134|http://edamontology.org/data_2085|http://edamontology.org/data_3181|http://edamontology.org/data_3128|http://edamontology.org/data_2730|http://edamontology.org/data_1539","Matrix|Keyword|ID list|Sequence range|Expression data|Disease name|OMIM ID|Score|Protein features|Protein sequence (raw)|Gene ID (NCBI)|Small molecule structure|Microarray metadata|Protein structural motif|Sequence variations|Protein property|DNA sequence (raw)|Sequence report|Mathematical model|Evidence|Experiment report|Gene identifier|Genotype/phenotype report|Experimental measurement|Taxonomy|Sequence|Organism identifier|Report|Protein interaction raw data|Identifier (by type of data)|Atomic property|Database ID|Text data|Gene expression matrix|Pathway or network|GO concept ID|Pfam accession number|PDB ID|Molecule identifier|NCBI taxonomy ID|Article|Comparison matrix|Protein-ligand interaction report|Identifier|Clustered expression profiles|Data|Structural profile|Gene name|Ensembl gene ID|Amino acid index (hydropathy)|Peptide property|Sequence features|Sequence search results|Sequence motif|Statistical estimate score|Sequence-profile alignment|Database search results|Phylogenetic data|Sequence set|P-value|UniProt accession|Protein sequence|Feature table|Mass spectrometry data|Mass spectrometry spectra|Database entry metadata|Data reference|Protein isoelectric point|Gene report|Disease report|Transcription factor name|Gene ID|RNA secondary structure|Sequence alignment (nucleic acid)|Sequence coordinates|Gene expression profile|Plot|Sequence accession|Cell line report|Physiology parameter|Microarray hybridisation data|Raw microarray data|Species name|Ontology mapping|Ontology|Nucleic acid features|Genome report|File name|Chromosome name|UniProt ID|Locus ID (EntrezGene)|Sequence record|Nucleic acid sequence record|Drug identifier|Compound name|Annotation track|Sample annotation|Cytoband position|Sample ID|Tool metadata|Nucleic acid report|Accession|Protein structure report|Protein report|Sequence alignment|Sequence motif (nucleic acid)|Genome identifier|Locus ID|Sequence cluster (nucleic acid)|Sequence cluster|NA|DNA sequence|Alignment|Molecular property|Database metadata|Sequence identifier|Phylogenetic discrete data|Protein accession|Sequence alignment (protein)|Proteolytic digest|Protein interaction data|Protein structure|Sequence signature matches|Peptide identification|Gene transcript report|Structure report|Sequence assembly report|Nucleic acid structure report|COGEME unisequence ID|Protein structural quality report",NA,NA,"http://edamontology.org/format_1915","Format"
"244","http://edamontology.org/format_2331","HTML","http://edamontology.org/data_0967|http://edamontology.org/data_1622|http://edamontology.org/data_2080|http://edamontology.org/data_1277|http://edamontology.org/data_0896|http://edamontology.org/data_2048|http://edamontology.org/data_2530|http://edamontology.org/data_3112|http://edamontology.org/data_3546|http://edamontology.org/data_2603|http://edamontology.org/data_1539|http://edamontology.org/data_0916|http://edamontology.org/data_1245|http://edamontology.org/data_1176|http://edamontology.org/data_0962|http://edamontology.org/data_0006|http://edamontology.org/data_1636|http://edamontology.org/data_0906|http://edamontology.org/data_2600|http://edamontology.org/data_0928|http://edamontology.org/data_2531|http://edamontology.org/data_0857|http://edamontology.org/data_3134|http://edamontology.org/data_0849|http://edamontology.org/data_0889|http://edamontology.org/data_0945|http://edamontology.org/data_2536|http://edamontology.org/data_0872|http://edamontology.org/data_2044|http://edamontology.org/data_2093|http://edamontology.org/data_2955|http://edamontology.org/data_2099|http://edamontology.org/data_3498|http://edamontology.org/data_0865|http://edamontology.org/data_2084|http://edamontology.org/data_2353|http://edamontology.org/data_0966|http://edamontology.org/data_1270|http://edamontology.org/data_3128|http://edamontology.org/data_0920|http://edamontology.org/data_3028|http://edamontology.org/data_2976|http://edamontology.org/data_0907|http://edamontology.org/data_1276|http://edamontology.org/data_1537|http://edamontology.org/data_0867|http://edamontology.org/data_1255|http://edamontology.org/data_1384|http://edamontology.org/data_2526|http://edamontology.org/data_1872|http://edamontology.org/data_1355|http://edamontology.org/data_2749|http://edamontology.org/data_2977|http://edamontology.org/data_3567|http://edamontology.org/data_2711|http://edamontology.org/data_0943|http://edamontology.org/data_2071|http://edamontology.org/data_2085|http://edamontology.org/data_0883|http://edamontology.org/data_2717|http://edamontology.org/data_2313|http://edamontology.org/data_2753|http://edamontology.org/data_1713|http://edamontology.org/data_2720|http://edamontology.org/data_0963|http://edamontology.org/data_2984|http://edamontology.org/data_0842|http://edamontology.org/data_3505|http://edamontology.org/data_1566|http://edamontology.org/data_1354|http://edamontology.org/data_0897|http://edamontology.org/data_2978|http://edamontology.org/data_2024","Ontology concept data|Disease report|Database search results|Protein features|Protein report|Report|Organism report|Gene expression matrix|Image metadata|Expression data|Protein structural quality report|Gene report|Sequence cluster (protein)|GO concept ID|Small molecule report|Data|Heat map|Protein interaction data|Pathway or network|Gene expression profile|Experiment report|Sequence search results|Gene transcript report|Sequence record|Structural profile|Peptide identification|Mass spectrometry data|Phylogenetic tree|Sequence|Data reference|Sequence report|Name|Sequence variations|Sequence similarity score|Nucleic acid report|Ontology data|Ontology term|Feature table|Nucleic acid structure report|Genotype/phenotype report|Taxonomy|Protein sequence|Protein family report|Nucleic acid features|Protein structure report|Sequence alignment report|Sequence features|Sequence alignment (protein)|Text data|Taxonomic classification|Protein signature|Genome identifier|Nucleic acid sequence|Reference sample report|Genome report|Mass spectrometry spectra|Sequence motif (protein)|Structure report|Structure|Oligonucleotide probe annotation|Carbohydrate report|Carbohydrate conformational map|Fate map|Dinucleotide property|Cell line report|Pathway or network report|Identifier|Bibliography|Protein-ligand interaction report|Sequence profile|Protein property|Reaction data|Enzyme kinetics data","http://edamontology.org/data_2048","Report","http://edamontology.org/format_1915","Format"
"245","http://edamontology.org/format_2332","XML","http://edamontology.org/data_2048|http://edamontology.org/data_0857|http://edamontology.org/data_0957|http://edamontology.org/data_2603|http://edamontology.org/data_0006|http://edamontology.org/data_1081|http://edamontology.org/data_1038|http://edamontology.org/data_2536|http://edamontology.org/data_2600|http://edamontology.org/data_0907|http://edamontology.org/data_1277|http://edamontology.org/data_2526|http://edamontology.org/data_0850|http://edamontology.org/data_2531|http://edamontology.org/data_2800|http://edamontology.org/data_3505|http://edamontology.org/data_1481|http://edamontology.org/data_0896|http://edamontology.org/data_0945|http://edamontology.org/data_1245|http://edamontology.org/data_3134|http://edamontology.org/data_0916|http://edamontology.org/data_0858|http://edamontology.org/data_3021","Report|Sequence search results|Database metadata|Expression data|Data|Genotype and phenotype annotation ID|Protein domain ID|Mass spectrometry data|Pathway or network|Protein family report|Protein features|Text data|Sequence set|Experiment report|Orpha number|Bibliography|Structure alignment (protein)|Protein report|Peptide identification|Sequence cluster (protein)|Gene transcript report|Gene report|Sequence signature matches|UniProt accession",NA,NA,"http://edamontology.org/format_1915","Format"
"246","http://edamontology.org/format_2333","Binary format","http://edamontology.org/data_3108|http://edamontology.org/data_2955|http://edamontology.org/data_2968|http://edamontology.org/data_0006|http://edamontology.org/data_2536|http://edamontology.org/data_2992|http://edamontology.org/data_2070|http://edamontology.org/data_3110|http://edamontology.org/data_1872|http://edamontology.org/data_1381|http://edamontology.org/data_3546|http://edamontology.org/data_1636|http://edamontology.org/data_0955|http://edamontology.org/data_0920|http://edamontology.org/data_1082|http://edamontology.org/data_1537","Experimental measurement|Sequence report|Image|Data|Mass spectrometry data|Protein structure image|Sequence motif (nucleic acid)|Raw microarray data|Taxonomic classification|Sequence alignment (pair)|Image metadata|Heat map|Data index|Genotype/phenotype report|Pathway or network identifier|Protein structure report",NA,NA,"http://edamontology.org/format_1915","Format"
